image_id,path,relative_path,label,label_idx,phash,group_id
BACTERIALBLIGHT1_038,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_038.jpg,Bacterial Blight\BACTERIALBLIGHT1_038.jpg,Bacterial Blight,0,bf12a0c8d8c3ce79,Bacterial Blight__bf12a0c8d8c3ce79
BACTERAILBLIGHT3_079,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_079.JPG,Bacterial Blight\BACTERAILBLIGHT3_079.JPG,Bacterial Blight,0,ec7c6cb28019c76e,Bacterial Blight__ec7c6cb28019c76e
BACTERIALBLIGHT1_177,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_177.JPG,Bacterial Blight\BACTERIALBLIGHT1_177.JPG,Bacterial Blight,0,ec7c6cb28019c76e,Bacterial Blight__ec7c6cb28019c76e
BACTERIALBLIGHT2_110,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_110.JPG,Bacterial Blight\BACTERIALBLIGHT2_110.JPG,Bacterial Blight,0,9555ee22571d370c,Bacterial Blight__9555ee22571d370c
BACTERAILBLIGHT3_138,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_138.JPG,Bacterial Blight\BACTERAILBLIGHT3_138.JPG,Bacterial Blight,0,912729cc0df8c9bb,Bacterial Blight__912729cc0df8c9bb
BACTERIALBLIGHT1_234,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_234.JPG,Bacterial Blight\BACTERIALBLIGHT1_234.JPG,Bacterial Blight,0,912729cc0df8c9bb,Bacterial Blight__912729cc0df8c9bb
BACTERAILBLIGHT3_262,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_262.jpg,Bacterial Blight\BACTERAILBLIGHT3_262.jpg,Bacterial Blight,0,bc934b3fe0c1c1d8,Bacterial Blight__bc934b3fe0c1c1d8
BACTERIALBLIGHT1_165,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_165.jpg,Bacterial Blight\BACTERIALBLIGHT1_165.jpg,Bacterial Blight,0,bc934b3fe0c1c1d8,Bacterial Blight__bc934b3fe0c1c1d8
BACTERIALBLIGHT2_140,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_140.JPG,Bacterial Blight\BACTERIALBLIGHT2_140.JPG,Bacterial Blight,0,a01779c83c17ce3e,Bacterial Blight__a01779c83c17ce3e
BACTERIALBLIGHT_236,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_236.JPG,Bacterial Blight\BACTERIALBLIGHT_236.JPG,Bacterial Blight,0,a01779c83c17ce3e,Bacterial Blight__a01779c83c17ce3e
BACTERAILBLIGHT3_225,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_225.jpg,Bacterial Blight\BACTERAILBLIGHT3_225.jpg,Bacterial Blight,0,9836604bd75463be,Bacterial Blight__9836604bd75463be
BACTERIALBLIGHT1_129,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_129.jpg,Bacterial Blight\BACTERIALBLIGHT1_129.jpg,Bacterial Blight,0,9836604bd75463be,Bacterial Blight__9836604bd75463be
BACTERAILBLIGHT3_032,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_032.jpg,Bacterial Blight\BACTERAILBLIGHT3_032.jpg,Bacterial Blight,0,d8034b96b47973c6,Bacterial Blight__d8034b96b47973c6
BACTERIALBLIGHT1_033,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_033.jpg,Bacterial Blight\BACTERIALBLIGHT1_033.jpg,Bacterial Blight,0,d8034b96b47973c6,Bacterial Blight__d8034b96b47973c6
BACTERAILBLIGHT3_072,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_072.jpg,Bacterial Blight\BACTERAILBLIGHT3_072.jpg,Bacterial Blight,0,82671e42fc55e2b5,Bacterial Blight__82671e42fc55e2b5
BACTERIALBLIGHT1_071,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_071.jpg,Bacterial Blight\BACTERIALBLIGHT1_071.jpg,Bacterial Blight,0,82671e42fc55e2b5,Bacterial Blight__82671e42fc55e2b5
BACTERAILBLIGHT4_140,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_140.JPG,Bacterial Blight\BACTERAILBLIGHT4_140.JPG,Bacterial Blight,0,a0e878373ce9cec1,Bacterial Blight__a0e878373ce9cec1
BACTERAILBLIGHT5_236,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_236.JPG,Bacterial Blight\BACTERAILBLIGHT5_236.JPG,Bacterial Blight,0,a0e878373ce9cec1,Bacterial Blight__a0e878373ce9cec1
BACTERIALBLIGHT2_145,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_145.JPG,Bacterial Blight\BACTERIALBLIGHT2_145.JPG,Bacterial Blight,0,f47b930057278ed4,Bacterial Blight__f47b930057278ed4
BACTERIALBLIGHT_242,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_242.JPG,Bacterial Blight\BACTERIALBLIGHT_242.JPG,Bacterial Blight,0,f47b930057278ed4,Bacterial Blight__f47b930057278ed4
BACTERAILBLIGHT3_220,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_220.jpg,Bacterial Blight\BACTERAILBLIGHT3_220.jpg,Bacterial Blight,0,8ec24e2678bc97d1,Bacterial Blight__8ec24e2678bc97d1
BACTERAILBLIGHT3_258,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_258.jpg,Bacterial Blight\BACTERAILBLIGHT3_258.jpg,Bacterial Blight,0,8ec24e2678bc97d1,Bacterial Blight__8ec24e2678bc97d1
BACTERIALBLIGHT1_124,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_124.jpg,Bacterial Blight\BACTERIALBLIGHT1_124.jpg,Bacterial Blight,0,8ec24e2678bc97d1,Bacterial Blight__8ec24e2678bc97d1
BACTERIALBLIGHT1_161,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_161.jpg,Bacterial Blight\BACTERIALBLIGHT1_161.jpg,Bacterial Blight,0,8ec24e2678bc97d1,Bacterial Blight__8ec24e2678bc97d1
BACTERAILBLIGHT4_095,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_095.jpg,Bacterial Blight\BACTERAILBLIGHT4_095.jpg,Bacterial Blight,0,89e460a4772b3b3b,Bacterial Blight__89e460a4772b3b3b
BACTERIALBLIGHT2_024,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_024.jpg,Bacterial Blight\BACTERIALBLIGHT2_024.jpg,Bacterial Blight,0,89e460a4772b3b3b,Bacterial Blight__89e460a4772b3b3b
BACTERIALBLIGHT_023,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_023.jpg,Bacterial Blight\BACTERIALBLIGHT_023.jpg,Bacterial Blight,0,89e460a4772b3b3b,Bacterial Blight__89e460a4772b3b3b
BACTERIALBLIGHT2_243,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_243.JPG,Bacterial Blight\BACTERIALBLIGHT2_243.JPG,Bacterial Blight,0,9abd30f15f05b807,Bacterial Blight__9abd30f15f05b807
BACTERIALBLIGHT_146,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_146.JPG,Bacterial Blight\BACTERIALBLIGHT_146.JPG,Bacterial Blight,0,9abd30f15f05b807,Bacterial Blight__9abd30f15f05b807
BACTERAILBLIGHT3_216,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_216.jpg,Bacterial Blight\BACTERAILBLIGHT3_216.jpg,Bacterial Blight,0,ca852ec11f7ca9b2,Bacterial Blight__ca852ec11f7ca9b2
BACTERAILBLIGHT3_254,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_254.jpg,Bacterial Blight\BACTERAILBLIGHT3_254.jpg,Bacterial Blight,0,ca852ec11f7ca9b2,Bacterial Blight__ca852ec11f7ca9b2
BACTERIALBLIGHT1_120,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_120.jpg,Bacterial Blight\BACTERIALBLIGHT1_120.jpg,Bacterial Blight,0,ca852ec11f7ca9b2,Bacterial Blight__ca852ec11f7ca9b2
BACTERIALBLIGHT1_157,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_157.jpg,Bacterial Blight\BACTERIALBLIGHT1_157.jpg,Bacterial Blight,0,ca852ec11f7ca9b2,Bacterial Blight__ca852ec11f7ca9b2
BACTERAILBLIGHT3_094,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_094.jpg,Bacterial Blight\BACTERAILBLIGHT3_094.jpg,Bacterial Blight,0,b0b22a6d5aebcc8a,Bacterial Blight__b0b22a6d5aebcc8a
BACTERIALBLIGHT1_190,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_190.jpg,Bacterial Blight\BACTERIALBLIGHT1_190.jpg,Bacterial Blight,0,b0b22a6d5aebcc8a,Bacterial Blight__b0b22a6d5aebcc8a
BACTERAILBLIGHT4_229,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_229.JPG,Bacterial Blight\BACTERAILBLIGHT4_229.JPG,Bacterial Blight,0,962ba4dba1c47c56,Bacterial Blight__962ba4dba1c47c56
BACTERIALBLIGHT1_106,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_106.jpg,Bacterial Blight\BACTERIALBLIGHT1_106.jpg,Bacterial Blight,0,a236b59e0cc50afd,Bacterial Blight__a236b59e0cc50afd
BACTERIALBLIGHT1_202,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_202.jpg,Bacterial Blight\BACTERIALBLIGHT1_202.jpg,Bacterial Blight,0,a236b59e0cc50afd,Bacterial Blight__a236b59e0cc50afd
BACTERAILBLIGHT3_233,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_233.JPG,Bacterial Blight\BACTERAILBLIGHT3_233.JPG,Bacterial Blight,0,9469906761cf3a9b,Bacterial Blight__9469906761cf3a9b
BACTERIALBLIGHT1_137,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_137.JPG,Bacterial Blight\BACTERIALBLIGHT1_137.JPG,Bacterial Blight,0,9469906761cf3a9b,Bacterial Blight__9469906761cf3a9b
BACTERAILBLIGHT3_234,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_234.JPG,Bacterial Blight\BACTERAILBLIGHT3_234.JPG,Bacterial Blight,0,d48d7c665a539c13,Bacterial Blight__d48d7c665a539c13
BACTERIALBLIGHT1_138,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_138.JPG,Bacterial Blight\BACTERIALBLIGHT1_138.JPG,Bacterial Blight,0,d48d7c665a539c13,Bacterial Blight__d48d7c665a539c13
BACTERAILBLIGHT3_025,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_025.jpg,Bacterial Blight\BACTERAILBLIGHT3_025.jpg,Bacterial Blight,0,ce222fe10fbea033,Bacterial Blight__ce222fe10fbea033
BACTERIALBLIGHT2_200,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_200.jpg,Bacterial Blight\BACTERIALBLIGHT2_200.jpg,Bacterial Blight,0,c2ecb4d9cc970359,Bacterial Blight__c2ecb4d9cc970359
BACTERIALBLIGHT_104,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_104.jpg,Bacterial Blight\BACTERIALBLIGHT_104.jpg,Bacterial Blight,0,c2ecb4d9cc970359,Bacterial Blight__c2ecb4d9cc970359
BACTERAILBLIGHT4_191,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_191.jpg,Bacterial Blight\BACTERAILBLIGHT4_191.jpg,Bacterial Blight,0,dc4e350e27a16fb0,Bacterial Blight__dc4e350e27a16fb0
BACTERAILBLIGHT5_095,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_095.jpg,Bacterial Blight\BACTERAILBLIGHT5_095.jpg,Bacterial Blight,0,dc4e350e27a16fb0,Bacterial Blight__dc4e350e27a16fb0
BACTERIALBLIGHT2_023,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_023.jpg,Bacterial Blight\BACTERIALBLIGHT2_023.jpg,Bacterial Blight,0,dc4e350e27a16fb0,Bacterial Blight__dc4e350e27a16fb0
BACTERIALBLIGHT_024,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_024.jpg,Bacterial Blight\BACTERIALBLIGHT_024.jpg,Bacterial Blight,0,dc4e350e27a16fb0,Bacterial Blight__dc4e350e27a16fb0
BACTERAILBLIGHT4_145,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_145.JPG,Bacterial Blight\BACTERAILBLIGHT4_145.JPG,Bacterial Blight,0,f48490fe53d88e2b,Bacterial Blight__f48490fe53d88e2b
BACTERAILBLIGHT5_242,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_242.JPG,Bacterial Blight\BACTERAILBLIGHT5_242.JPG,Bacterial Blight,0,f48490fe53d88e2b,Bacterial Blight__f48490fe53d88e2b
BACTERIALBLIGHT2_128,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_128.jpg,Bacterial Blight\BACTERIALBLIGHT2_128.jpg,Bacterial Blight,0,d1bf976067918435,Bacterial Blight__d1bf976067918435
BACTERIALBLIGHT2_166,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_166.jpg,Bacterial Blight\BACTERIALBLIGHT2_166.jpg,Bacterial Blight,0,d1bf976067918435,Bacterial Blight__d1bf976067918435
BACTERIALBLIGHT_224,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_224.jpg,Bacterial Blight\BACTERIALBLIGHT_224.jpg,Bacterial Blight,0,d1bf976067918435,Bacterial Blight__d1bf976067918435
BACTERIALBLIGHT_263,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_263.jpg,Bacterial Blight\BACTERIALBLIGHT_263.jpg,Bacterial Blight,0,d1bf976067918435,Bacterial Blight__d1bf976067918435
BACTERAILBLIGHT4_200,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_200.jpg,Bacterial Blight\BACTERAILBLIGHT4_200.jpg,Bacterial Blight,0,f213f526cf6803a6,Bacterial Blight__f213f526cf6803a6
BACTERAILBLIGHT5_104,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_104.jpg,Bacterial Blight\BACTERAILBLIGHT5_104.jpg,Bacterial Blight,0,f213f526cf6803a6,Bacterial Blight__f213f526cf6803a6
BACTERAILBLIGHT3_128,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_128.jpg,Bacterial Blight\BACTERAILBLIGHT3_128.jpg,Bacterial Blight,0,e6675d1a42947b13,Bacterial Blight__e6675d1a42947b13
BACTERAILBLIGHT3_166,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_166.jpg,Bacterial Blight\BACTERAILBLIGHT3_166.jpg,Bacterial Blight,0,e6675d1a42947b13,Bacterial Blight__e6675d1a42947b13
BACTERIALBLIGHT1_224,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_224.jpg,Bacterial Blight\BACTERIALBLIGHT1_224.jpg,Bacterial Blight,0,e6675d1a42947b13,Bacterial Blight__e6675d1a42947b13
BACTERIALBLIGHT1_263,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_263.jpg,Bacterial Blight\BACTERIALBLIGHT1_263.jpg,Bacterial Blight,0,e6675d1a42947b13,Bacterial Blight__e6675d1a42947b13
BACTERAILBLIGHT3_055,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_055.jpg,Bacterial Blight\BACTERAILBLIGHT3_055.jpg,Bacterial Blight,0,9c7c0ec12a5a6b6b,Bacterial Blight__9c7c0ec12a5a6b6b
BACTERIALBLIGHT1_054,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_054.jpg,Bacterial Blight\BACTERIALBLIGHT1_054.jpg,Bacterial Blight,0,9c7c0ec12a5a6b6b,Bacterial Blight__9c7c0ec12a5a6b6b
BACTERAILBLIGHT3_199,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_199.jpg,Bacterial Blight\BACTERAILBLIGHT3_199.jpg,Bacterial Blight,0,9dc73d1a6c390ce1,Bacterial Blight__9dc73d1a6c390ce1
BACTERIALBLIGHT1_103,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_103.jpg,Bacterial Blight\BACTERIALBLIGHT1_103.jpg,Bacterial Blight,0,9dc73d1a6c390ce1,Bacterial Blight__9dc73d1a6c390ce1
BACTERAILBLIGHT4_054,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_054.jpg,Bacterial Blight\BACTERAILBLIGHT4_054.jpg,Bacterial Blight,0,90574bc4efe02f13,Bacterial Blight__90574bc4efe02f13
BACTERAILBLIGHT5_055,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_055.jpg,Bacterial Blight\BACTERAILBLIGHT5_055.jpg,Bacterial Blight,0,90574bc4efe02f13,Bacterial Blight__90574bc4efe02f13
BACTERIALBLIGHT2_223,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_223.jpg,Bacterial Blight\BACTERIALBLIGHT2_223.jpg,Bacterial Blight,0,90574bc4efe02f13,Bacterial Blight__90574bc4efe02f13
BACTERIALBLIGHT2_260,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_260.jpg,Bacterial Blight\BACTERIALBLIGHT2_260.jpg,Bacterial Blight,0,90574bc4efe02f13,Bacterial Blight__90574bc4efe02f13
BACTERIALBLIGHT_127,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_127.jpg,Bacterial Blight\BACTERIALBLIGHT_127.jpg,Bacterial Blight,0,90574bc4efe02f13,Bacterial Blight__90574bc4efe02f13
BACTERIALBLIGHT_163,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_163.jpg,Bacterial Blight\BACTERIALBLIGHT_163.jpg,Bacterial Blight,0,90574bc4efe02f13,Bacterial Blight__90574bc4efe02f13
BACTERAILBLIGHT4_236,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_236.JPG,Bacterial Blight\BACTERAILBLIGHT4_236.JPG,Bacterial Blight,0,f5422c9d69439b63,Bacterial Blight__f5422c9d69439b63
BACTERAILBLIGHT5_140,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_140.JPG,Bacterial Blight\BACTERAILBLIGHT5_140.JPG,Bacterial Blight,0,f5422c9d69439b63,Bacterial Blight__f5422c9d69439b63
BACTERAILBLIGHT3_129,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_129.jpg,Bacterial Blight\BACTERAILBLIGHT3_129.jpg,Bacterial Blight,0,cd9c35e182fe3614,Bacterial Blight__cd9c35e182fe3614
BACTERIALBLIGHT2_222,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_222.jpg,Bacterial Blight\BACTERIALBLIGHT2_222.jpg,Bacterial Blight,0,cc622e97592f93d0,Bacterial Blight__cc622e97592f93d0
BACTERIALBLIGHT2_259,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_259.jpg,Bacterial Blight\BACTERIALBLIGHT2_259.jpg,Bacterial Blight,0,cc622e97592f93d0,Bacterial Blight__cc622e97592f93d0
BACTERIALBLIGHT2_226,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_226.jpg,Bacterial Blight\BACTERIALBLIGHT2_226.jpg,Bacterial Blight,0,b5dbf594190689a9,Bacterial Blight__b5dbf594190689a9
BACTERIALBLIGHT2_264,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_264.jpg,Bacterial Blight\BACTERIALBLIGHT2_264.jpg,Bacterial Blight,0,b5dbf594190689a9,Bacterial Blight__b5dbf594190689a9
BACTERIALBLIGHT_130,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_130.jpg,Bacterial Blight\BACTERIALBLIGHT_130.jpg,Bacterial Blight,0,b5dbf594190689a9,Bacterial Blight__b5dbf594190689a9
BACTERIALBLIGHT_167,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_167.jpg,Bacterial Blight\BACTERIALBLIGHT_167.jpg,Bacterial Blight,0,b5dbf594190689a9,Bacterial Blight__b5dbf594190689a9
BACTERAILBLIGHT4_030,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT4_030.jpg,Bacterial Blight\BACTERAILBLIGHT4_030.jpg,Bacterial Blight,0,941e68e1ebbf05b0,Bacterial Blight__941e68e1ebbf05b0
BACTERAILBLIGHT5_031,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT5_031.jpg,Bacterial Blight\BACTERAILBLIGHT5_031.jpg,Bacterial Blight,0,941e68e1ebbf05b0,Bacterial Blight__941e68e1ebbf05b0
BACTERIALBLIGHT2_199,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_199.jpg,Bacterial Blight\BACTERIALBLIGHT2_199.jpg,Bacterial Blight,0,941e68e1ebbf05b0,Bacterial Blight__941e68e1ebbf05b0
BACTERIALBLIGHT_103,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_103.jpg,Bacterial Blight\BACTERIALBLIGHT_103.jpg,Bacterial Blight,0,941e68e1ebbf05b0,Bacterial Blight__941e68e1ebbf05b0
BACTERIALBLIGHT2_096,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_096.jpg,Bacterial Blight\BACTERIALBLIGHT2_096.jpg,Bacterial Blight,0,f0413f383c2845ff,Bacterial Blight__f0413f383c2845ff
BACTERIALBLIGHT_192,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT_192.jpg,Bacterial Blight\BACTERIALBLIGHT_192.jpg,Bacterial Blight,0,f0413f383c2845ff,Bacterial Blight__f0413f383c2845ff
BACTERAILBLIGHT3_070,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_070.jpg,Bacterial Blight\BACTERAILBLIGHT3_070.jpg,Bacterial Blight,0,b4a5b4714e3e0bf0,Bacterial Blight__b4a5b4714e3e0bf0
BACTERIALBLIGHT1_069,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_069.jpg,Bacterial Blight\BACTERIALBLIGHT1_069.jpg,Bacterial Blight,0,b4a5b4714e3e0bf0,Bacterial Blight__b4a5b4714e3e0bf0
BACTERAILBLIGHT3_217,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_217.jpg,Bacterial Blight\BACTERAILBLIGHT3_217.jpg,Bacterial Blight,0,d8d1245f2effc300,Bacterial Blight__d8d1245f2effc300
BACTERAILBLIGHT3_255,data\raw\rice_leaf_disease\Bacterial Blight\BACTERAILBLIGHT3_255.jpg,Bacterial Blight\BACTERAILBLIGHT3_255.jpg,Bacterial Blight,0,d8d1245f2effc300,Bacterial Blight__d8d1245f2effc300
BACTERIALBLIGHT1_121,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_121.jpg,Bacterial Blight\BACTERIALBLIGHT1_121.jpg,Bacterial Blight,0,d8d1245f2effc300,Bacterial Blight__d8d1245f2effc300
BACTERIALBLIGHT1_158,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT1_158.jpg,Bacterial Blight\BACTERIALBLIGHT1_158.jpg,Bacterial Blight,0,d8d1245f2effc300,Bacterial Blight__d8d1245f2effc300
BACTERIALBLIGHT2_224,data\raw\rice_leaf_disease\Bacterial Blight\BACTERIALBLIGHT2_224.jpg,Bacterial Blight\BACTERIALBLIGHT2_224.jpg,Bacterial Blight,0,8415c2cc321bdbdf,Bacterial Blight__8415c2cc321bdbdf
